"year","month","date_of_month","date","day_of_week","births"
2000,11,28,2000-11-28,"Tues",13446
2000,11,29,2000-11-29,"Wed",12786
2000,11,30,2000-11-30,"Thurs",12473
2000,12,1,2000-12-01,"Fri",12219
2000,12,2,2000-12-02,"Sat",8622
2000,12,3,2000-12-03,"Sun",7748
2000,12,4,2000-12-04,"Mon",11176
2000,12,5,2000-12-05,"Tues",12607
2000,12,6,2000-12-06,"Wed",12363
2000,12,7,2000-12-07,"Thurs",12498
2000,12,8,2000-12-08,"Fri",12263
2000,12,9,2000-12-09,"Sat",8635
2000,12,10,2000-12-10,"Sun",7807
2000,12,11,2000-12-11,"Mon",11506
2000,12,12,2000-12-12,"Tues",13189
2000,12,13,2000-12-13,"Wed",12214
2000,12,14,2000-12-14,"Thurs",12313
2000,12,15,2000-12-15,"Fri",12368
2000,12,16,2000-12-16,"Sat",8981
2000,12,17,2000-12-17,"Sun",7845
2000,12,18,2000-12-18,"Mon",12276
2000,12,19,2000-12-19,"Tues",13430
2000,12,20,2000-12-20,"Wed",13391
2000,12,21,2000-12-21,"Thurs",13146
2000,12,22,2000-12-22,"Fri",11937
2000,12,23,2000-12-23,"Sat",8294
2000,12,24,2000-12-24,"Sun",6801
2000,12,25,2000-12-25,"Mon",6566
2000,12,26,2000-12-26,"Tues",10070
2000,12,27,2000-12-27,"Wed",12858
2000,12,28,2000-12-28,"Thurs",13532
2000,12,29,2000-12-29,"Fri",13234
2000,12,30,2000-12-30,"Sat",9177
2000,12,31,2000-12-31,"Sun",7721
2001,1,1,2001-01-01,"Mon",7437
2001,1,2,2001-01-02,"Tues",10346
2001,1,3,2001-01-03,"Wed",12113
2001,1,4,2001-01-04,"Thurs",12429
2001,1,5,2001-01-05,"Fri",12427
2001,1,6,2001-01-06,"Sat",9019
2001,1,7,2001-01-07,"Sun",7747
2001,1,8,2001-01-08,"Mon",11239
2001,1,9,2001-01-09,"Tues",12105
2001,1,10,2001-01-10,"Wed",12160
2001,1,11,2001-01-11,"Thurs",12155
2001,1,12,2001-01-12,"Fri",12464
2001,1,13,2001-01-13,"Sat",8647
2001,1,14,2001-01-14,"Sun",7674
2001,1,15,2001-01-15,"Mon",10720
2001,1,16,2001-01-16,"Tues",12041
2001,1,17,2001-01-17,"Wed",12046
2001,1,18,2001-01-18,"Thurs",12362
2001,1,19,2001-01-19,"Fri",12044
2001,1,20,2001-01-20,"Sat",8602
2001,1,21,2001-01-21,"Sun",7668
2001,1,22,2001-01-22,"Mon",11219
2001,1,23,2001-01-23,"Tues",12176
2001,1,24,2001-01-24,"Wed",12046
2001,1,25,2001-01-25,"Thurs",12316
2001,1,26,2001-01-26,"Fri",11993
2001,1,27,2001-01-27,"Sat",8640
2001,1,28,2001-01-28,"Sun",7641
2001,1,29,2001-01-29,"Mon",11269
2001,1,30,2001-01-30,"Tues",12237
2001,1,31,2001-01-31,"Wed",12216
2001,2,1,2001-02-01,"Thurs",12186
2001,2,2,2001-02-02,"Fri",12188
2001,2,3,2001-02-03,"Sat",8476
2001,2,4,2001-02-04,"Sun",7608
2001,2,5,2001-02-05,"Mon",11546
2001,2,6,2001-02-06,"Tues",12247
2001,2,7,2001-02-07,"Wed",12091
2001,2,8,2001-02-08,"Thurs",12147
2001,2,9,2001-02-09,"Fri",12086
2001,2,10,2001-02-10,"Sat",8637
2001,2,11,2001-02-11,"Sun",7437
2001,2,12,2001-02-12,"Mon",11413
2001,2,13,2001-02-13,"Tues",12012
2001,2,14,2001-02-14,"Wed",12890
2001,2,15,2001-02-15,"Thurs",12407
2001,2,16,2001-02-16,"Fri",12119
2001,2,17,2001-02-17,"Sat",8474
2001,2,18,2001-02-18,"Sun",7422
2001,2,19,2001-02-19,"Mon",10356
2001,2,20,2001-02-20,"Tues",12113
2001,2,21,2001-02-21,"Wed",12206
2001,2,22,2001-02-22,"Thurs",12234
2001,2,23,2001-02-23,"Fri",12040
2001,2,24,2001-02-24,"Sat",8491
2001,2,25,2001-02-25,"Sun",7646
2001,2,26,2001-02-26,"Mon",11073
2001,2,27,2001-02-27,"Tues",12068
2001,2,28,2001-02-28,"Wed",11921
2001,3,1,2001-03-01,"Thurs",12263
2001,3,2,2001-03-02,"Fri",12128
2001,3,3,2001-03-03,"Sat",8761
2001,3,4,2001-03-04,"Sun",7675
2001,3,5,2001-03-05,"Mon",11182
2001,3,6,2001-03-06,"Tues",12052
2001,3,7,2001-03-07,"Wed",12094
2001,3,8,2001-03-08,"Thurs",12194
2001,3,9,2001-03-09,"Fri",12242
2001,3,10,2001-03-10,"Sat",8679
2001,3,11,2001-03-11,"Sun",7564
2001,3,12,2001-03-12,"Mon",11366
2001,3,13,2001-03-13,"Tues",12273
2001,3,14,2001-03-14,"Wed",12367
2001,3,15,2001-03-15,"Thurs",12286
2001,3,16,2001-03-16,"Fri",12248
2001,3,17,2001-03-17,"Sat",8850
2001,3,18,2001-03-18,"Sun",7399
2001,3,19,2001-03-19,"Mon",11099
2001,3,20,2001-03-20,"Tues",12574
2001,3,21,2001-03-21,"Wed",12394
2001,3,22,2001-03-22,"Thurs",12262
2001,3,23,2001-03-23,"Fri",12213
2001,3,24,2001-03-24,"Sat",8683
2001,3,25,2001-03-25,"Sun",7689
2001,3,26,2001-03-26,"Mon",11042
2001,3,27,2001-03-27,"Tues",12328
2001,3,28,2001-03-28,"Wed",12175
2001,3,29,2001-03-29,"Thurs",12166
2001,3,30,2001-03-30,"Fri",11855
2001,3,31,2001-03-31,"Sat",8581
2001,4,1,2001-04-01,"Sun",7037
2001,4,2,2001-04-02,"Mon",11430
2001,4,3,2001-04-03,"Tues",12578
2001,4,4,2001-04-04,"Wed",12409
2001,4,5,2001-04-05,"Thurs",12233
2001,4,6,2001-04-06,"Fri",12221
2001,4,7,2001-04-07,"Sat",8626
2001,4,8,2001-04-08,"Sun",7594
2001,4,9,2001-04-09,"Mon",11349
2001,4,10,2001-04-10,"Tues",12745
2001,4,11,2001-04-11,"Wed",12631
2001,4,12,2001-04-12,"Thurs",12511
2001,4,13,2001-04-13,"Fri",10741
2001,4,14,2001-04-14,"Sat",8102
2001,4,15,2001-04-15,"Sun",7080
2001,4,16,2001-04-16,"Mon",11002
2001,4,17,2001-04-17,"Tues",12636
2001,4,18,2001-04-18,"Wed",12151
2001,4,19,2001-04-19,"Thurs",11942
2001,4,20,2001-04-20,"Fri",12047
2001,4,21,2001-04-21,"Sat",8671
2001,4,22,2001-04-22,"Sun",7643
2001,4,23,2001-04-23,"Mon",11462
2001,4,24,2001-04-24,"Tues",12720
2001,4,25,2001-04-25,"Wed",12444
2001,4,26,2001-04-26,"Thurs",12309
2001,4,27,2001-04-27,"Fri",12154
2001,4,28,2001-04-28,"Sat",8474
2001,4,29,2001-04-29,"Sun",7481
2001,4,30,2001-04-30,"Mon",11190
2001,5,1,2001-05-01,"Tues",12745
2001,5,2,2001-05-02,"Wed",12289
2001,5,3,2001-05-03,"Thurs",12302
2001,5,4,2001-05-04,"Fri",12062
2001,5,5,2001-05-05,"Sat",8632
2001,5,6,2001-05-06,"Sun",7861
2001,5,7,2001-05-07,"Mon",11432
2001,5,8,2001-05-08,"Tues",12751
2001,5,9,2001-05-09,"Wed",12225
2001,5,10,2001-05-10,"Thurs",12398
2001,5,11,2001-05-11,"Fri",12117
2001,5,12,2001-05-12,"Sat",8537
2001,5,13,2001-05-13,"Sun",7370
2001,5,14,2001-05-14,"Mon",11343
2001,5,15,2001-05-15,"Tues",12829
2001,5,16,2001-05-16,"Wed",12373
2001,5,17,2001-05-17,"Thurs",12426
2001,5,18,2001-05-18,"Fri",12132
2001,5,19,2001-05-19,"Sat",8658
2001,5,20,2001-05-20,"Sun",7597
2001,5,21,2001-05-21,"Mon",11398
2001,5,22,2001-05-22,"Tues",12785
2001,5,23,2001-05-23,"Wed",12662
2001,5,24,2001-05-24,"Thurs",12932
2001,5,25,2001-05-25,"Fri",12504
2001,5,26,2001-05-26,"Sat",8790
2001,5,27,2001-05-27,"Sun",7409
2001,5,28,2001-05-28,"Mon",7810
2001,5,29,2001-05-29,"Tues",11754
2001,5,30,2001-05-30,"Wed",13112
2001,5,31,2001-05-31,"Thurs",12782
2001,6,1,2001-06-01,"Fri",12426
2001,6,2,2001-06-02,"Sat",8753
2001,6,3,2001-06-03,"Sun",7762
2001,6,4,2001-06-04,"Mon",11239
2001,6,5,2001-06-05,"Tues",12401
2001,6,6,2001-06-06,"Wed",12507
2001,6,7,2001-06-07,"Thurs",12333
2001,6,8,2001-06-08,"Fri",12231
2001,6,9,2001-06-09,"Sat",8604
2001,6,10,2001-06-10,"Sun",7559
2001,6,11,2001-06-11,"Mon",11521
2001,6,12,2001-06-12,"Tues",12894
2001,6,13,2001-06-13,"Wed",12102
2001,6,14,2001-06-14,"Thurs",12429
2001,6,15,2001-06-15,"Fri",12192
2001,6,16,2001-06-16,"Sat",8631
2001,6,17,2001-06-17,"Sun",7607
2001,6,18,2001-06-18,"Mon",11559
2001,6,19,2001-06-19,"Tues",12517
2001,6,20,2001-06-20,"Wed",12452
2001,6,21,2001-06-21,"Thurs",12323
2001,6,22,2001-06-22,"Fri",12068
2001,6,23,2001-06-23,"Sat",8304
2001,6,24,2001-06-24,"Sun",7501
2001,6,25,2001-06-25,"Mon",11363
2001,6,26,2001-06-26,"Tues",12638
2001,6,27,2001-06-27,"Wed",12560
2001,6,28,2001-06-28,"Thurs",12830
2001,6,29,2001-06-29,"Fri",12683
2001,6,30,2001-06-30,"Sat",9096
2001,7,1,2001-07-01,"Sun",7953
2001,7,2,2001-07-02,"Mon",12154
2001,7,3,2001-07-03,"Tues",13081
2001,7,4,2001-07-04,"Wed",9450
2001,7,5,2001-07-05,"Thurs",12264
2001,7,6,2001-07-06,"Fri",12901
2001,7,7,2001-07-07,"Sat",9357
2001,7,8,2001-07-08,"Sun",8121
2001,7,9,2001-07-09,"Mon",11794
2001,7,10,2001-07-10,"Tues",13317
2001,7,11,2001-07-11,"Wed",12690
2001,7,12,2001-07-12,"Thurs",12949
2001,7,13,2001-07-13,"Fri",11978
2001,7,14,2001-07-14,"Sat",9112
2001,7,15,2001-07-15,"Sun",7922
2001,7,16,2001-07-16,"Mon",12160
2001,7,17,2001-07-17,"Tues",13357
2001,7,18,2001-07-18,"Wed",12970
2001,7,19,2001-07-19,"Thurs",13031
2001,7,20,2001-07-20,"Fri",12697
2001,7,21,2001-07-21,"Sat",9189
2001,7,22,2001-07-22,"Sun",7961
2001,7,23,2001-07-23,"Mon",11836
2001,7,24,2001-07-24,"Tues",13239
2001,7,25,2001-07-25,"Wed",12785
2001,7,26,2001-07-26,"Thurs",12784
2001,7,27,2001-07-27,"Fri",12441
2001,7,28,2001-07-28,"Sat",8952
2001,7,29,2001-07-29,"Sun",7787
2001,7,30,2001-07-30,"Mon",11912
2001,7,31,2001-07-31,"Tues",12903
2001,8,1,2001-08-01,"Wed",12654
2001,8,2,2001-08-02,"Thurs",12846
2001,8,3,2001-08-03,"Fri",12619
2001,8,4,2001-08-04,"Sat",8993
2001,8,5,2001-08-05,"Sun",7948
2001,8,6,2001-08-06,"Mon",11735
2001,8,7,2001-08-07,"Tues",13198
2001,8,8,2001-08-08,"Wed",12884
2001,8,9,2001-08-09,"Thurs",13080
2001,8,10,2001-08-10,"Fri",12833
2001,8,11,2001-08-11,"Sat",9100
2001,8,12,2001-08-12,"Sun",8130
2001,8,13,2001-08-13,"Mon",11446
2001,8,14,2001-08-14,"Tues",13037
2001,8,15,2001-08-15,"Wed",13005
2001,8,16,2001-08-16,"Thurs",13126
2001,8,17,2001-08-17,"Fri",12871
2001,8,18,2001-08-18,"Sat",9097
2001,8,19,2001-08-19,"Sun",7809
2001,8,20,2001-08-20,"Mon",12030
2001,8,21,2001-08-21,"Tues",13236
2001,8,22,2001-08-22,"Wed",12855
2001,8,23,2001-08-23,"Thurs",12918
2001,8,24,2001-08-24,"Fri",12736
2001,8,25,2001-08-25,"Sat",9048
2001,8,26,2001-08-26,"Sun",7977
2001,8,27,2001-08-27,"Mon",11844
2001,8,28,2001-08-28,"Tues",13465
2001,8,29,2001-08-29,"Wed",12873
2001,8,30,2001-08-30,"Thurs",13232
2001,8,31,2001-08-31,"Fri",13177
2001,9,1,2001-09-01,"Sat",9090
2001,9,2,2001-09-02,"Sun",8056
2001,9,3,2001-09-03,"Mon",7950
2001,9,4,2001-09-04,"Tues",12219
2001,9,5,2001-09-05,"Wed",13730
2001,9,6,2001-09-06,"Thurs",13658
2001,9,7,2001-09-07,"Fri",13465
2001,9,8,2001-09-08,"Sat",9200
2001,9,9,2001-09-09,"Sun",8184
2001,9,10,2001-09-10,"Mon",12227
2001,9,11,2001-09-11,"Tues",13238
2001,9,12,2001-09-12,"Wed",12818
2001,9,13,2001-09-13,"Thurs",12857
2001,9,14,2001-09-14,"Fri",13211
2001,9,15,2001-09-15,"Sat",9470
2001,9,16,2001-09-16,"Sun",8175
2001,9,17,2001-09-17,"Mon",12412
2001,9,18,2001-09-18,"Tues",13233
2001,9,19,2001-09-19,"Wed",13244
2001,9,20,2001-09-20,"Thurs",13435
2001,9,21,2001-09-21,"Fri",13034
2001,9,22,2001-09-22,"Sat",9397
2001,9,23,2001-09-23,"Sun",8341
2001,9,24,2001-09-24,"Mon",12292
2001,9,25,2001-09-25,"Tues",13695
2001,9,26,2001-09-26,"Wed",13131
2001,9,27,2001-09-27,"Thurs",12965
2001,9,28,2001-09-28,"Fri",12925
2001,9,29,2001-09-29,"Sat",9043
2001,9,30,2001-09-30,"Sun",7869
2001,10,1,2001-10-01,"Mon",12109
2001,10,2,2001-10-02,"Tues",13189
2001,10,3,2001-10-03,"Wed",12756
2001,10,4,2001-10-04,"Thurs",12960
2001,10,5,2001-10-05,"Fri",12589
2001,10,6,2001-10-06,"Sat",8725
2001,10,7,2001-10-07,"Sun",7621
2001,10,8,2001-10-08,"Mon",11298
2001,10,9,2001-10-09,"Tues",12580
2001,10,10,2001-10-10,"Wed",12515
2001,10,11,2001-10-11,"Thurs",12304
2001,10,12,2001-10-12,"Fri",12460
2001,10,13,2001-10-13,"Sat",8526
2001,10,14,2001-10-14,"Sun",7611
2001,10,15,2001-10-15,"Mon",11394
2001,10,16,2001-10-16,"Tues",12477
2001,10,17,2001-10-17,"Wed",12297
2001,10,18,2001-10-18,"Thurs",12316
2001,10,19,2001-10-19,"Fri",12121
2001,10,20,2001-10-20,"Sat",8563
2001,10,21,2001-10-21,"Sun",7331
2001,10,22,2001-10-22,"Mon",11446
2001,10,23,2001-10-23,"Tues",12571
2001,10,24,2001-10-24,"Wed",12364
2001,10,25,2001-10-25,"Thurs",12220
2001,10,26,2001-10-26,"Fri",11996
2001,10,27,2001-10-27,"Sat",8292
2001,10,28,2001-10-28,"Sun",7522
2001,10,29,2001-10-29,"Mon",11143
2001,10,30,2001-10-30,"Tues",12177
2001,10,31,2001-10-31,"Wed",10601
2001,11,1,2001-11-01,"Thurs",12559
2001,11,2,2001-11-02,"Fri",12056
2001,11,3,2001-11-03,"Sat",8434
2001,11,4,2001-11-04,"Sun",7392
2001,11,5,2001-11-05,"Mon",11402
2001,11,6,2001-11-06,"Tues",12345
2001,11,7,2001-11-07,"Wed",12109
2001,11,8,2001-11-08,"Thurs",12233
2001,11,9,2001-11-09,"Fri",12185
2001,11,10,2001-11-10,"Sat",8529
2001,11,11,2001-11-11,"Sun",7458
2001,11,12,2001-11-12,"Mon",11423
2001,11,13,2001-11-13,"Tues",12066
2001,11,14,2001-11-14,"Wed",12258
2001,11,15,2001-11-15,"Thurs",12636
2001,11,16,2001-11-16,"Fri",12708
2001,11,17,2001-11-17,"Sat",8559
2001,11,18,2001-11-18,"Sun",7371
2001,11,19,2001-11-19,"Mon",12487
2001,11,20,2001-11-20,"Tues",13252
2001,11,21,2001-11-21,"Wed",11818
2001,11,22,2001-11-22,"Thurs",7363
2001,11,23,2001-11-23,"Fri",9332
2001,11,24,2001-11-24,"Sat",7916
2001,11,25,2001-11-25,"Sun",7290
2001,11,26,2001-11-26,"Mon",11498
2001,11,27,2001-11-27,"Tues",12930
2001,11,28,2001-11-28,"Wed",12207
2001,11,29,2001-11-29,"Thurs",12180
2001,11,30,2001-11-30,"Fri",11750
2001,12,1,2001-12-01,"Sat",8038
2001,12,2,2001-12-02,"Sun",7216
2001,12,3,2001-12-03,"Mon",11275
2001,12,4,2001-12-04,"Tues",12293
2001,12,5,2001-12-05,"Wed",12307
2001,12,6,2001-12-06,"Thurs",11892
2001,12,7,2001-12-07,"Fri",11424
2001,12,8,2001-12-08,"Sat",8189
2001,12,9,2001-12-09,"Sun",7333
2001,12,10,2001-12-10,"Mon",11345
2001,12,11,2001-12-11,"Tues",12407
2001,12,12,2001-12-12,"Wed",12510
2001,12,13,2001-12-13,"Thurs",11948
2001,12,14,2001-12-14,"Fri",12143
2001,12,15,2001-12-15,"Sat",8447
2001,12,16,2001-12-16,"Sun",7309
2001,12,17,2001-12-17,"Mon",12049
2001,12,18,2001-12-18,"Tues",13300
2001,12,19,2001-12-19,"Wed",13072
2001,12,20,2001-12-20,"Thurs",13558
2001,12,21,2001-12-21,"Fri",13185
2001,12,22,2001-12-22,"Sat",8879
2001,12,23,2001-12-23,"Sun",7082
2001,12,24,2001-12-24,"Mon",7448
2001,12,25,2001-12-25,"Tues",6443
2001,12,26,2001-12-26,"Wed",10735
2001,12,27,2001-12-27,"Thurs",13762
2001,12,28,2001-12-28,"Fri",13918
2001,12,29,2001-12-29,"Sat",9365
2001,12,30,2001-12-30,"Sun",7679
2001,12,31,2001-12-31,"Mon",10018
2002,1,1,2002-01-01,"Tues",7790
2002,1,2,2002-01-02,"Wed",10420
2002,1,3,2002-01-03,"Thurs",12134
2002,1,4,2002-01-04,"Fri",12433
2002,1,5,2002-01-05,"Sat",8760
2002,1,6,2002-01-06,"Sun",7505
2002,1,7,2002-01-07,"Mon",11371
2002,1,8,2002-01-08,"Tues",12248
2002,1,9,2002-01-09,"Wed",11391
2002,1,10,2002-01-10,"Thurs",12318
2002,1,11,2002-01-11,"Fri",12048
2002,1,12,2002-01-12,"Sat",8399
2002,1,13,2002-01-13,"Sun",7355
2002,1,14,2002-01-14,"Mon",11344
2002,1,15,2002-01-15,"Tues",12101
2002,1,16,2002-01-16,"Wed",11697
2002,1,17,2002-01-17,"Thurs",12077
2002,1,18,2002-01-18,"Fri",12015
2002,1,19,2002-01-19,"Sat",8301
2002,1,20,2002-01-20,"Sun",7338
2002,1,21,2002-01-21,"Mon",10741
2002,1,22,2002-01-22,"Tues",12104
2002,1,23,2002-01-23,"Wed",11970
2002,1,24,2002-01-24,"Thurs",12235
2002,1,25,2002-01-25,"Fri",11867
2002,1,26,2002-01-26,"Sat",8400
2002,1,27,2002-01-27,"Sun",7387
2002,1,28,2002-01-28,"Mon",11139
2002,1,29,2002-01-29,"Tues",11963
2002,1,30,2002-01-30,"Wed",11902
2002,1,31,2002-01-31,"Thurs",11921
2002,2,1,2002-02-01,"Fri",11943
2002,2,2,2002-02-02,"Sat",8799
2002,2,3,2002-02-03,"Sun",7322
2002,2,4,2002-02-04,"Mon",11176
2002,2,5,2002-02-05,"Tues",12242
2002,2,6,2002-02-06,"Wed",11934
2002,2,7,2002-02-07,"Thurs",12157
2002,2,8,2002-02-08,"Fri",12223
2002,2,9,2002-02-09,"Sat",8589
2002,2,10,2002-02-10,"Sun",7461
2002,2,11,2002-02-11,"Mon",11348
2002,2,12,2002-02-12,"Tues",12467
2002,2,13,2002-02-13,"Wed",11814
2002,2,14,2002-02-14,"Thurs",12785
2002,2,15,2002-02-15,"Fri",12334
2002,2,16,2002-02-16,"Sat",8563
2002,2,17,2002-02-17,"Sun",7310
2002,2,18,2002-02-18,"Mon",10729
2002,2,19,2002-02-19,"Tues",12053
2002,2,20,2002-02-20,"Wed",12516
2002,2,21,2002-02-21,"Thurs",12166
2002,2,22,2002-02-22,"Fri",12459
2002,2,23,2002-02-23,"Sat",8515
2002,2,24,2002-02-24,"Sun",7372
2002,2,25,2002-02-25,"Mon",11322
2002,2,26,2002-02-26,"Tues",12227
2002,2,27,2002-02-27,"Wed",12055
2002,2,28,2002-02-28,"Thurs",12096
2002,3,1,2002-03-01,"Fri",12214
2002,3,2,2002-03-02,"Sat",8310
2002,3,3,2002-03-03,"Sun",7497
2002,3,4,2002-03-04,"Mon",11422
2002,3,5,2002-03-05,"Tues",12435
2002,3,6,2002-03-06,"Wed",12152
2002,3,7,2002-03-07,"Thurs",12299
2002,3,8,2002-03-08,"Fri",12037
2002,3,9,2002-03-09,"Sat",8470
2002,3,10,2002-03-10,"Sun",7529
2002,3,11,2002-03-11,"Mon",10989
2002,3,12,2002-03-12,"Tues",12384
2002,3,13,2002-03-13,"Wed",11810
2002,3,14,2002-03-14,"Thurs",12358
2002,3,15,2002-03-15,"Fri",12249
2002,3,16,2002-03-16,"Sat",8596
2002,3,17,2002-03-17,"Sun",7526
2002,3,18,2002-03-18,"Mon",11434
2002,3,19,2002-03-19,"Tues",12439
2002,3,20,2002-03-20,"Wed",12278
2002,3,21,2002-03-21,"Thurs",12249
2002,3,22,2002-03-22,"Fri",12056
2002,3,23,2002-03-23,"Sat",8466
2002,3,24,2002-03-24,"Sun",7314
2002,3,25,2002-03-25,"Mon",11292
2002,3,26,2002-03-26,"Tues",12562
2002,3,27,2002-03-27,"Wed",12353
2002,3,28,2002-03-28,"Thurs",12265
2002,3,29,2002-03-29,"Fri",11324
2002,3,30,2002-03-30,"Sat",8177
2002,3,31,2002-03-31,"Sun",7019
2002,4,1,2002-04-01,"Mon",10090
2002,4,2,2002-04-02,"Tues",12560
2002,4,3,2002-04-03,"Wed",12147
2002,4,4,2002-04-04,"Thurs",12061
2002,4,5,2002-04-05,"Fri",11812
2002,4,6,2002-04-06,"Sat",8191
2002,4,7,2002-04-07,"Sun",7008
2002,4,8,2002-04-08,"Mon",11478
2002,4,9,2002-04-09,"Tues",12465
2002,4,10,2002-04-10,"Wed",12188
2002,4,11,2002-04-11,"Thurs",12040
2002,4,12,2002-04-12,"Fri",12070
2002,4,13,2002-04-13,"Sat",8345
2002,4,14,2002-04-14,"Sun",7482
2002,4,15,2002-04-15,"Mon",11220
2002,4,16,2002-04-16,"Tues",12586
2002,4,17,2002-04-17,"Wed",12271
2002,4,18,2002-04-18,"Thurs",12219
2002,4,19,2002-04-19,"Fri",12054
2002,4,20,2002-04-20,"Sat",8113
2002,4,21,2002-04-21,"Sun",7205
2002,4,22,2002-04-22,"Mon",11365
2002,4,23,2002-04-23,"Tues",12255
2002,4,24,2002-04-24,"Wed",12066
2002,4,25,2002-04-25,"Thurs",12249
2002,4,26,2002-04-26,"Fri",11737
2002,4,27,2002-04-27,"Sat",8127
2002,4,28,2002-04-28,"Sun",7417
2002,4,29,2002-04-29,"Mon",11230
2002,4,30,2002-04-30,"Tues",12381
2002,5,1,2002-05-01,"Wed",12080
2002,5,2,2002-05-02,"Thurs",12157
2002,5,3,2002-05-03,"Fri",11923
2002,5,4,2002-05-04,"Sat",8104
2002,5,5,2002-05-05,"Sun",7338
2002,5,6,2002-05-06,"Mon",11167
2002,5,7,2002-05-07,"Tues",12265
2002,5,8,2002-05-08,"Wed",12082
2002,5,9,2002-05-09,"Thurs",12035
2002,5,10,2002-05-10,"Fri",12140
2002,5,11,2002-05-11,"Sat",8216
2002,5,12,2002-05-12,"Sun",7370
2002,5,13,2002-05-13,"Mon",11235
2002,5,14,2002-05-14,"Tues",12655
2002,5,15,2002-05-15,"Wed",12489
2002,5,16,2002-05-16,"Thurs",12374
2002,5,17,2002-05-17,"Fri",11963
2002,5,18,2002-05-18,"Sat",8420
2002,5,19,2002-05-19,"Sun",7358
2002,5,20,2002-05-20,"Mon",11568
2002,5,21,2002-05-21,"Tues",12675
2002,5,22,2002-05-22,"Wed",12463
2002,5,23,2002-05-23,"Thurs",12871
2002,5,24,2002-05-24,"Fri",12569
2002,5,25,2002-05-25,"Sat",8374
2002,5,26,2002-05-26,"Sun",7221
2002,5,27,2002-05-27,"Mon",7667
2002,5,28,2002-05-28,"Tues",11923
2002,5,29,2002-05-29,"Wed",13213
2002,5,30,2002-05-30,"Thurs",12738
2002,5,31,2002-05-31,"Fri",12354
2002,6,1,2002-06-01,"Sat",8410
2002,6,2,2002-06-02,"Sun",7469
2002,6,3,2002-06-03,"Mon",11273
2002,6,4,2002-06-04,"Tues",12391
2002,6,5,2002-06-05,"Wed",12433
2002,6,6,2002-06-06,"Thurs",12478
2002,6,7,2002-06-07,"Fri",12067
2002,6,8,2002-06-08,"Sat",8392
2002,6,9,2002-06-09,"Sun",7401
2002,6,10,2002-06-10,"Mon",11664
2002,6,11,2002-06-11,"Tues",12464
2002,6,12,2002-06-12,"Wed",12499
2002,6,13,2002-06-13,"Thurs",12253
2002,6,14,2002-06-14,"Fri",12364
2002,6,15,2002-06-15,"Sat",8593
2002,6,16,2002-06-16,"Sun",7575
2002,6,17,2002-06-17,"Mon",11482
2002,6,18,2002-06-18,"Tues",12898
2002,6,19,2002-06-19,"Wed",12350
2002,6,20,2002-06-20,"Thurs",12633
2002,6,21,2002-06-21,"Fri",12163
2002,6,22,2002-06-22,"Sat",8576
2002,6,23,2002-06-23,"Sun",7557
2002,6,24,2002-06-24,"Mon",11724
2002,6,25,2002-06-25,"Tues",13168
2002,6,26,2002-06-26,"Wed",12850
2002,6,27,2002-06-27,"Thurs",13102
2002,6,28,2002-06-28,"Fri",12779
2002,6,29,2002-06-29,"Sat",8841
2002,6,30,2002-06-30,"Sun",7739
2002,7,1,2002-07-01,"Mon",12397
2002,7,2,2002-07-02,"Tues",13862
2002,7,3,2002-07-03,"Wed",13393
2002,7,4,2002-07-04,"Thurs",9346
2002,7,5,2002-07-05,"Fri",11131
2002,7,6,2002-07-06,"Sat",8715
2002,7,7,2002-07-07,"Sun",7951
2002,7,8,2002-07-08,"Mon",12060
2002,7,9,2002-07-09,"Tues",13556
2002,7,10,2002-07-10,"Wed",12998
2002,7,11,2002-07-11,"Thurs",12974
2002,7,12,2002-07-12,"Fri",12505
2002,7,13,2002-07-13,"Sat",8778
2002,7,14,2002-07-14,"Sun",7781
2002,7,15,2002-07-15,"Mon",12176
2002,7,16,2002-07-16,"Tues",13352
2002,7,17,2002-07-17,"Wed",13070
2002,7,18,2002-07-18,"Thurs",13183
2002,7,19,2002-07-19,"Fri",12668
2002,7,20,2002-07-20,"Sat",8684
2002,7,21,2002-07-21,"Sun",7823
2002,7,22,2002-07-22,"Mon",11949
2002,7,23,2002-07-23,"Tues",13318
2002,7,24,2002-07-24,"Wed",12969
2002,7,25,2002-07-25,"Thurs",13191
2002,7,26,2002-07-26,"Fri",12745
2002,7,27,2002-07-27,"Sat",8924
2002,7,28,2002-07-28,"Sun",7812
2002,7,29,2002-07-29,"Mon",11961
2002,7,30,2002-07-30,"Tues",13342
2002,7,31,2002-07-31,"Wed",13055
2002,8,1,2002-08-01,"Thurs",13042
2002,8,2,2002-08-02,"Fri",12850
2002,8,3,2002-08-03,"Sat",8857
2002,8,4,2002-08-04,"Sun",7689
2002,8,5,2002-08-05,"Mon",11938
2002,8,6,2002-08-06,"Tues",13155
2002,8,7,2002-08-07,"Wed",12764
2002,8,8,2002-08-08,"Thurs",13130
2002,8,9,2002-08-09,"Fri",12664
2002,8,10,2002-08-10,"Sat",8929
2002,8,11,2002-08-11,"Sun",7869
2002,8,12,2002-08-12,"Mon",12110
2002,8,13,2002-08-13,"Tues",13284
2002,8,14,2002-08-14,"Wed",13028
2002,8,15,2002-08-15,"Thurs",13277
2002,8,16,2002-08-16,"Fri",12892
2002,8,17,2002-08-17,"Sat",9138
2002,8,18,2002-08-18,"Sun",7812
2002,8,19,2002-08-19,"Mon",12040
2002,8,20,2002-08-20,"Tues",13460
